//Section   Type   Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5
8	15	13	0	0	1	7	4		0	0	0	255	255	255	255	255
8	20	13	0	0	1	7	4		0	0	0	255	255	255	255	255
8	23	13	0	0	1	7	4		0	0	0	255	255	255	255	255
8	32	13	0	0	1	7	4		0	0	0	255	255	255	255	255
10	15	13	0	0	1	7	4		0	0	0	255	255	255	255	255
10	20	13	0	0	1	7	4		0	0	0	255	255	255	255	255
10	23	13	0	0	1	7	4		0	0	0	255	255	255	255	255
10	32	13	0	0	1	7	4		0	0	0	255	255	255	255	255
9	15	13	0	0	1	7	4		0	0	0	255	255	255	255	255
9	20	13	0	0	1	7	4		0	0	0	255	255	255	255	255
9	23	13	0	0	1	7	4		0	0	0	255	255	255	255	255
9	32	13	0	0	1	7	4		0	0	0	255	255	255	255	255
11	15	13	0	0	1	7	4		0	0	0	255	255	255	255	255
11	20	13	0	0	1	7	4		0	0	0	255	255	255	255	255
11	23	13	0	0	1	7	4		0	0	0	255	255	255	255	255
11	32	13	0	0	1	7	4		0	0	0	255	255	255	255	255
0	31	10	0	1	1	7	4		0	0	0	255	255	255	255	255
0	21	10	0	1	1	7	4		0	0	0	255	255	255	255	255
0	23	10	0	1	1	7	4		0	0	0	255	255	255	255	255
15	29	0	0	0	0	0	0		0	0	0	255	255	255	255	255
12	7	0	0	0	0	0	0		0	0	0	255	255	255	255	255
12	16	0	0	0	0	0	0		0	0	0	255	255	255	255	255
12	47	0	0	0	0	0	0		0	0	0	255	255	255	255	255
end
