//Section   Type   Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5
7	13	13	0	0	1	7	4		0	0	0	255	255	255	255	255
7	14	13	0	0	1	7	4		0	0	0	255	255	255	255	255
7	24	13	0	0	1	7	4		0	0	0	255	255	255	255	255
4	5	13	0	1	1	7	4		0	0	0	255	255	255	255	255
8	13	13	0	0	1	7	4		0	0	0	255	255	255	255	255
8	14	13	0	0	1	7	4		0	0	0	255	255	255	255	255
8	24	13	0	0	1	7	4		0	0	0	255	255	255	255	255
10	13	13	0	0	1	7	4		0	0	0	255	255	255	255	255
10	14	13	0	0	1	7	4		0	0	0	255	255	255	255	255
10	24	13	0	0	1	7	4		0	0	0	255	255	255	255	255
4	19	13	0	1	1	7	4		0	0	0	255	255	255	255	255
9	13	13	0	0	1	7	4		0	0	0	255	255	255	255	255
9	14	13	0	0	1	7	4		0	0	0	255	255	255	255	255
9	24	13	0	0	1	7	4		0	0	0	255	255	255	255	255
4	7	3	0	0	0	0	0		0	0	0	255	255	255	255	255
4	15	3	0	0	0	0	0		0	0	0	255	255	255	255	255
11	13	13	0	0	1	6	4		0	0	0	255	255	255	255	255
11	14	13	0	0	1	6	4		0	0	0	255	255	255	255	255
11	24	13	0	0	1	6	4		0	0	0	255	255	255	255	255
14	3	0	0	0	0	0	0		0	0	0	255	255	255	255	255
14	3	0	0	0	0	0	0		0	0	0	255	255	255	255	255
14	6	0	0	0	0	0	0		0	0	0	255	255	255	255	255
14	6	0	0	0	0	0	0		0	0	0	255	255	255	255	255
12	8	0	0	0	0	0	0		0	0	0	255	255	255	255	255
12	9	0	0	0	0	0	0		0	0	0	255	255	255	255	255
12	10	0	0	0	0	0	0		0	0	0	255	255	255	255	255
12	11	0	0	0	0	0	0		0	0	0	255	255	255	255	255
12	17	0	0	0	0	0	0		0	0	0	255	255	255	255	255
12	18	0	0	0	0	0	0		0	0	0	255	255	255	255	255
12	45	0	0	0	0	0	0		0	0	0	255	255	255	255	255
12	46	0	0	0	0	0	0		0	0	0	255	255	255	255	255
end

